fire,damage,roof_material,side_material,ground_deck_material,elevated_deck_material,eaves,vent_screen,window_pane,patio_cover,fence,count
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,non-combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,non-combustible,2
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,n/a,combustible,6
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,7
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,combustible,combustible,6
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,combustible,n/a,2
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,combustible,non-combustible,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,combustible,4
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,19
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,non-combustible,4
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,non-combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,n/a,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,combustible,5
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,non-combustible,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,combustible,8
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,24
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,non-combustible,4
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,multi pane,n/a,combustible,3
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,multi pane,n/a,non-combustible,4
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,single pane,n/a,n/a,2
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,single pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,wood,n/a,enclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,wood,n/a,enclosed,unscreened,multi pane,n/a,n/a,2
bridge,no damage,asphalt,wood,wood,n/a,n/a,n/a,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,2
bridge,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,2
bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,multi pane,n/a,n/a,2
bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,single pane,combustible,non-combustible,1
bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,single pane,n/a,n/a,8
bridge,no damage,asphalt,wood,wood,wood,enclosed,<= 1/8 in,multi pane,combustible,n/a,1
bridge,no damage,asphalt,wood,wood,wood,enclosed,<= 1/8 in,multi pane,n/a,n/a,2
bridge,no damage,asphalt,wood,wood,wood,enclosed,> 1/8 in,multi pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,wood,wood,n/a,n/a,n/a,n/a,n/a,1
bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,multi pane,n/a,n/a,4
bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,n/a,combustible,combustible,1
bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,3
bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,3
bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,2
bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,single pane,n/a,combustible,2
bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,2
bridge,no damage,asphalt,wood,wood,wood,unenclosed,n/a,multi pane,combustible,n/a,1
bridge,no damage,asphalt,wood,wood,wood,unenclosed,n/a,multi pane,n/a,n/a,2
bridge,no damage,asphalt,wood,wood,wood,unenclosed,n/a,single pane,combustible,combustible,2
bridge,no damage,asphalt,wood,wood,wood,unenclosed,n/a,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,wood,wood,unenclosed,n/a,single pane,n/a,combustible,2
bridge,no damage,asphalt,wood,wood,wood,unenclosed,unscreened,multi pane,combustible,non-combustible,1
bridge,no damage,masonry,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,combustible,non-combustible,1
bridge,no damage,masonry,masonry,masonry,n/a,enclosed,<= 1/8 in,single pane,non-combustible,n/a,2
bridge,no damage,masonry,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,masonry,masonry,masonry,n/a,n/a,> 1/8 in,single pane,n/a,n/a,1
bridge,no damage,masonry,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,1
bridge,no damage,masonry,masonry,masonry,wood,enclosed,> 1/8 in,multi pane,non-combustible,non-combustible,1
bridge,no damage,masonry,masonry,n/a,n/a,enclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,masonry,masonry,n/a,n/a,enclosed,n/a,multi pane,non-combustible,n/a,1
bridge,no damage,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,no damage,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,n/a,3
bridge,no damage,masonry,wood,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,1
bridge,no damage,masonry,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,1
bridge,no damage,masonry,wood,n/a,n/a,unenclosed,n/a,single pane,combustible,non-combustible,1
bridge,no damage,metal,masonry,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,metal,masonry,n/a,masonry,enclosed,n/a,single pane,non-combustible,n/a,1
bridge,no damage,metal,masonry,n/a,n/a,n/a,<= 1/8 in,n/a,n/a,n/a,1
bridge,no damage,metal,masonry,n/a,n/a,n/a,> 1/8 in,n/a,n/a,n/a,1
bridge,no damage,metal,masonry,n/a,n/a,n/a,> 1/8 in,single pane,n/a,n/a,1
bridge,no damage,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6
bridge,no damage,metal,masonry,n/a,n/a,unenclosed,<= 1/8 in,n/a,n/a,n/a,1
bridge,no damage,metal,masonry,n/a,wood,n/a,n/a,n/a,n/a,n/a,1
bridge,no damage,metal,masonry,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,n/a,1
bridge,no damage,metal,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,no damage,metal,metal,n/a,n/a,enclosed,n/a,n/a,non-combustible,n/a,1
bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,multi pane,n/a,n/a,1
bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,multi pane,non-combustible,n/a,1
bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15
bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,n/a,n/a,non-combustible,1
bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,n/a,non-combustible,n/a,2
bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,single pane,n/a,n/a,10
bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,single pane,non-combustible,n/a,1
bridge,no damage,metal,metal,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,1
bridge,no damage,metal,metal,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,4
bridge,no damage,metal,metal,n/a,wood,n/a,n/a,single pane,n/a,n/a,1
bridge,no damage,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2
bridge,no damage,metal,n/a,n/a,n/a,unenclosed,unscreened,single pane,n/a,n/a,1
bridge,no damage,metal,wood,masonry,n/a,n/a,n/a,n/a,n/a,n/a,2
bridge,no damage,metal,wood,masonry,n/a,n/a,n/a,n/a,non-combustible,combustible,1
bridge,no damage,metal,wood,masonry,n/a,n/a,n/a,n/a,non-combustible,n/a,1
bridge,no damage,metal,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,metal,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,1
bridge,no damage,metal,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,metal,wood,masonry,n/a,unenclosed,n/a,single pane,combustible,combustible,1
bridge,no damage,metal,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,n/a,1
bridge,no damage,metal,wood,n/a,masonry,n/a,n/a,single pane,n/a,n/a,1
bridge,no damage,metal,wood,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,1
bridge,no damage,metal,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12
bridge,no damage,metal,wood,n/a,n/a,unenclosed,<= 1/8 in,n/a,n/a,n/a,2
bridge,no damage,metal,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,1
bridge,no damage,metal,wood,n/a,n/a,unenclosed,n/a,multi pane,combustible,n/a,1
bridge,no damage,metal,wood,n/a,n/a,unenclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,metal,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,3
bridge,no damage,metal,wood,n/a,wood,unenclosed,<= 1/8 in,n/a,n/a,non-combustible,1
bridge,no damage,metal,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,combustible,3
bridge,no damage,metal,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,metal,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,non-combustible,1
bridge,no damage,metal,wood,wood,n/a,n/a,n/a,single pane,n/a,n/a,1
bridge,no damage,metal,wood,wood,wood,unenclosed,n/a,single pane,n/a,n/a,1
bridge,no damage,n/a,masonry,n/a,n/a,n/a,<= 1/8 in,n/a,n/a,n/a,1
bridge,no damage,n/a,masonry,n/a,n/a,n/a,> 1/8 in,n/a,n/a,n/a,1
bridge,no damage,n/a,metal,n/a,n/a,n/a,n/a,n/a,combustible,non-combustible,1
bridge,no damage,n/a,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2
bridge,no damage,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4
bridge,no damage,n/a,n/a,n/a,wood,n/a,n/a,n/a,n/a,n/a,1
bridge,no damage,n/a,vinyl,n/a,wood,n/a,n/a,multi pane,n/a,n/a,1
bridge,no damage,n/a,wood,wood,n/a,n/a,n/a,single pane,n/a,n/a,1
bridge,no damage,tile,masonry,masonry,wood,enclosed,> 1/8 in,multi pane,non-combustible,non-combustible,1
bridge,no damage,tile,masonry,n/a,masonry,enclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,tile,wood,n/a,n/a,enclosed,n/a,single pane,n/a,n/a,1
bridge,no damage,tile,wood,n/a,n/a,enclosed,n/a,single pane,non-combustible,n/a,1
bridge,no damage,wood,n/a,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,1
bridge,no damage,wood,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,n/a,1
bridge,no damage,wood,wood,masonry,n/a,unenclosed,n/a,n/a,n/a,n/a,1
bridge,no damage,wood,wood,masonry,wood,unenclosed,n/a,n/a,combustible,n/a,1
bridge,no damage,wood,wood,n/a,masonry,unenclosed,n/a,single pane,n/a,combustible,1
bridge,no damage,wood,wood,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,1
bridge,no damage,wood,wood,n/a,n/a,enclosed,n/a,single pane,n/a,n/a,1
bridge,no damage,wood,wood,n/a,n/a,enclosed,unscreened,single pane,n/a,n/a,1
bridge,no damage,wood,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3
bridge,no damage,wood,wood,n/a,n/a,unenclosed,> 1/8 in,n/a,n/a,n/a,1
bridge,no damage,wood,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,non-combustible,1
bridge,no damage,wood,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,combustible,1
bridge,no damage,wood,wood,n/a,wood,enclosed,n/a,single pane,n/a,n/a,1
bridge,no damage,wood,wood,n/a,wood,unenclosed,n/a,n/a,combustible,n/a,1
bridge,no damage,wood,wood,n/a,wood,unenclosed,n/a,single pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,composite,masonry,unenclosed,> 1/8 in,multi pane,non-combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,composite,n/a,unenclosed,<= 1/8 in,multi pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,composite,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,composite,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,composite,enclosed,<= 1/8 in,multi pane,combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,composite,enclosed,> 1/8 in,multi pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,composite,n/a,> 1/8 in,single pane,n/a,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,composite,unenclosed,> 1/8 in,single pane,combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,composite,unenclosed,> 1/8 in,single pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,<= 1/8 in,single pane,combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,combustible,non-combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,> 1/8 in,single pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,> 1/8 in,single pane,n/a,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,n/a,single pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,n/a,single pane,combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,n/a,single pane,non-combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,n/a,> 1/8 in,single pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,n/a,> 1/8 in,single pane,n/a,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,n/a,n/a,multi pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,n/a,n/a,multi pane,n/a,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,n/a,n/a,single pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,n/a,n/a,single pane,non-combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,n/a,n/a,single pane,non-combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,<= 1/8 in,multi pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,combustible,combustible,7
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,3
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,non-combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,combustible,combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,n/a,combustible,3
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,n/a,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,non-combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,non-combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,n/a,multi pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,n/a,single pane,combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,n/a,single pane,n/a,combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,n/a,single pane,n/a,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,unenclosed,n/a,single pane,n/a,non-combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,n/a,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,single pane,combustible,n/a,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,single pane,n/a,n/a,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,combustible,non-combustible,3
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,3
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,non-combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,non-combustible,non-combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,combustible,combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,n/a,combustible,4
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,n/a,n/a,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,n/a,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,non-combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,n/a,3
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,non-combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,non-combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,single pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,single pane,non-combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,unscreened,multi pane,n/a,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,<= 1/8 in,multi pane,combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,combustible,combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,n/a,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,non-combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,non-combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,single pane,combustible,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,3
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,combustible,n/a,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,combustible,non-combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,n/a,combustible,1
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,n/a,non-combustible,2
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,multi pane,combustible,combustible,3
eaton,affected (>0-10%),asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,multi pane,combustible,n/a,1
